SITE_CODE,SURVEY_DATE,SURVEY_AREA_SQM,SURVEY_HABITAT,SURVEY_REASON,SURVEY_PRIMAY_OFFICER,SURVET_SECONDARY_OFFICER,SURVEY_COMMENTS,SURVEY_SPECIES,LARVAL_DENSITY_1,LARVAL_DENSITY_2,LARVAL_DENSITY_3,LARVAL_DENSITY_4,LARVAL_DENSITY_P,LARVAL_DENSITY_AV,LANDING_RATE_SPECIES,LAND_RATE,TREATMENT_DATE,TREATMENT_AREA_SQM,TREATMENT_PRIMARY_OFFICER,TREATMENT_SECONDARY_OFFICER,TREATMENT_COMMENT,TREATMENT_METHOD,TREATMENT_CONTROL_AGENT,Qty (kg),Rate,EVALUATION_DATE,EVALUATION_OFFICER,EVALUATION_MET,SPECIES,SAMPLE_STAGE_1,SAMPLE_STAGE_2,SAMPLE_STAGE_3,SAMPLE_STAGE_4,SAMPLE_STAGE_P,SAMPLE_STAGE_AD,MORTAILTY_LAR,MORTALITY_P,MORTALITY_AD,MORTALITY_TOTAL,RUN_FORM_7
RB24-2,5/06/2017,350,Brackish,Routine,TR,,,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB24-3,5/06/2017,400,Brackish,Routine,TR,,,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB24-4,5/06/2017,2000,Brackish,Routine,TR,,,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
C43-5,12/06/2017,10500,Salt,Tidal Inundation,KM,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
C43-4,12/06/2017,23200,Salt,Tidal Inundation,KM,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
C44-6,12/06/2017,142500,Salt,Tidal Inundation,KM,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
C44-4,12/06/2017,2000,Fresh,Recent Rain,KM,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
WP22-16,12/06/2017,50000,Salt,Tidal Inundation,KM,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
WP22-24,12/06/2017,14700,Salt,Tidal Inundation,KM,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
CL13-2,12/06/2017,800,Salt,Tidal Inundation,KM,,5. Breeding mainly in shallow pools,1. Ae. Vigilax,2,2,,,,4,1. Ae. Vigilax,1. None,12/06/2017,500,KM,,5. Breeding mainly in shallow pools,Ground,2. Prolink Pellets (kg),0.1500,3,,,,,,,,,,,,,,,
CL31-15,12/06/2017,890,Salt,Tidal Inundation,KM,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,2,2,,,,4,7. Cx. Sitiens,1. None,12/06/2017,500,KM,,5. Breeding mainly in shallow pools,Ground,4. Vectobac G (kg),0.3500,7,,,,,,,,,,,,,,,
CL32-5,12/06/2017,50000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-2,12/06/2017,4000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-3,12/06/2017,2000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-4,12/06/2017,50000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-5,12/06/2017,1500,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-6,12/06/2017,1500,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-7,12/06/2017,350,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-9,12/06/2017,150,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-11,12/06/2017,200000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-12,12/06/2017,50000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB13-5,12/06/2017,120000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
W44-1,12/06/2017,150000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
G12-2,12/06/2017,45000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
G12-3,12/06/2017,10000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
G12-4,12/06/2017,47000,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
PAIS-1,12/06/2017,20000,Salt,Recent Rain,RM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,,,1,,1,30. No mosquitoes,1. None,,,,,,,,0.0000,,,,,,,,,,,,,,,,
LAIS-1,12/06/2017,20000,Salt,Recent Rain,RM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,,,<1,,<1,30. No mosquitoes,1. None,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RUIS-5,12/06/2017,20000,Salt,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RUIS-2,12/06/2017,20000,Salt,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RUIS-1,12/06/2017,20000,Fresh,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
CL32-1,16/06/2017,5000,Salt,Recent Rain,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.0000,,,,,,,,,,,,,,,,
CL32-5,16/06/2017,25900,Salt,Recent Rain,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-2,16/06/2017,340,Salt,Recent Rain,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-3,16/06/2017,1200,Salt,Recent Rain,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-4,16/06/2017,57400,Salt,Recent Rain,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-11,16/06/2017,5000,Salt,Recent Rain,TR,,7. Breeding under mangroves,7. Cx. Sitiens,,2,2,,,4,30. No mosquitoes,1. None,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-10,16/06/2017,25300,Salt,Recent Rain,TR,,5. Breeding mainly in shallow pools,1. Ae. Vigilax,,4,,,,4,30. No mosquitoes,1. None,,,,,,,,0.0000,,,,,,,,,,,,,,,,
W44-1,16/06/2017,2000,Salt,Recent Rain,TR,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,2,2,,,4,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
G12-4,16/06/2017,500,Salt,Recent Rain,MJ,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
Wp22-22,16/06/2017,10000,Salt,Recent Rain,MJ,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
WP22-20,16/06/2017,1000,Salt,Recent Rain,MJ,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
PAIS-1,15/06/2017,20000,Salt,Recent Rain,RM,,6. Breeding mainly in open areas,1. Ae. Vigilax,7,,,2,,9,1. Ae. Vigilax,2. <10/ min,16/06/2017,1209753,RM,,11. McDermotts Aviation used,Aerial,B. Teknar 1200SC (Lt),139.1216,1.15,,,,,,,,,,,,,,,
PAIS-1,16/06/2017,1209753,,,,,,,,,,,,,,,16/06/2017,1209753,RM,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),33.8731,0.28,,,,,,,,,,,,,,,
RUIS-5,15/06/2017,20000,Salt,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RUIS-2,15/06/2017,20000,Salt,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RUIS-3,15/06/2017,20000,Salt,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RUIS-1,15/06/2017,20000,Salt,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
LOIS-1,16/06/2017,20000,Salt,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
LAIS-1,15/06/2017,20000,Salt,Recent Rain,RM,,7. Breeding under mangroves,7. Cx. Sitiens,,,,<1,,<1,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB21-1,16/06/2017,1500,Salt,Routine,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,,10,,,,10,,,16/06/2017,1500,TR,,6. Breeding mainly in open areas,Ground,4. Vectobac G (kg),1.0500,7,,,,,,,,,,,,,,,
RB21-2,16/06/2017,110,Drain,Routine,TR,,,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB21-3,16/06/2017,300,Salt,Routine,TR,,,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB21-4,16/06/2017,5700,Salt,Routine,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,,10,,,,10,,,16/06/2017,5700,TR,,6. Breeding mainly in open areas,Ground,4. Vectobac G (kg),3.9900,7,,,,,,,,,,,,,,,
RB21-5,16/06/2017,100,Drain,Routine,TR,,,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB24-1,16/06/2017,1200,Brackish,Routine,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,,10,,,,10,,,16/06/2017,1200,TR,,6. Breeding mainly in open areas,Ground,4. Vectobac G (kg),0.8400,7,,,,,,,,,,,,,,,
RB24-2,16/06/2017,350,Brackish,Routine,TR,,,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB24-3,16/06/2017,400,Brackish,Routine,TR,,,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB24-4,16/06/2017,2000,Brackish,Routine,TR,,,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-10,16/06/2017,3000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,,5,,,,5,,,16/06/2017,3000,TR,,6. Breeding mainly in open areas,Ground,4. Vectobac G (kg),2.1000,7,,,,,,,,,,,,,,,
RL4-1,20/06/2017,1200,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RL4-2,20/06/2017,400,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
CB12-1,20/06/2017,400,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
R12-14,20/06/2017,2100,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB12-5,20/06/2017,1700,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB12-6,20/06/2017,2200,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB12-7,20/06/2017,1800,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB13-6,20/06/2017,300,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB13-7,20/06/2017,300,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB13-12,20/06/2017,6200,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB13-13,20/06/2017,900,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB42-1,20/06/2017,3400,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB11-2,20/06/2017,2500,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB11-5,20/06/2017,300,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB21-1,22/06/2017,1500,Salt,Routine,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,,10,,,,10,,,22/06/2017,1500,TR,,6. Breeding mainly in open areas,Ground,4. Vectobac G (kg),1.0500,7,,,,,,,,,,,,,,,
RB21-2,22/06/2017,110,Drain,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB21-3,22/06/2017,300,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB21-4,22/06/2017,5700,Salt,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB21-5,22/06/2017,100,Drain,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB24-1,22/06/2017,1200,Brackish,Routine,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,,10,,,,10,,,22/06/2017,1200,TR,,6. Breeding mainly in open areas,Ground,4. Vectobac G (kg),0.8400,7,,,,,,,,,,,,,,,
RB24-2,22/06/2017,350,Brackish,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB24-3,22/06/2017,400,Brackish,Routine,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB24-4,22/06/2017,2000,Brackish,Routine,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,,10,,,,10,,,22/06/2017,2000,TR,,6. Breeding mainly in open areas,Ground,4. Vectobac G (kg),1.4000,7,,,,,,,,,,,,,,,
RUIS-1,20/06/2017,5000,Fresh,Recent Rain,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RUIS-2,20/06/2017,10000,Brackish,Recent Rain,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RUIS-12,20/06/2017,2000,Fresh,Recent Rain,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RUIS-20,20/06/2017,200,Fresh,Recent Rain,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RUIS-21,20/06/2017,500,Dry,Recent Rain,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RUIS-22,20/06/2017,200,Fresh,Recent Rain,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
MCIS-25,20/06/2017,600,Dry,Recent Rain,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
MCIS-26,20/06/2017,300,Dry,Recent Rain,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
MCIS-28,20/06/2017,500,Fresh,Recent Rain,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
MCIS-27,20/06/2017,500,Dry,Recent Rain,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
CL43-7,23/06/2017,8000,Dry,Recent Rain,MJ,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
CL43-6,23/06/2017,300,Dry,Recent Rain,MJ,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
CL13-2,23/06/2017,800,Dry,Recent Rain,MJ,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,,5,5,,10,,,23/06/2017,800,MJ,,5. Breeding mainly in shallow pools,Ground,2. Prolink Pellets (kg),0.2400,3,,,,,,,,,,,,,,,
CL13-17,23/06/2017,400,Dry,Recent Rain,MJ,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
CL31-18,23/06/2017,100,Dry,Recent Rain,MJ,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
CL31-16,23/06/2017,3100,Brackish,Recent Rain,MJ,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,,5,5,,10,,,23/06/2017,1500,MJ,,5. Breeding mainly in shallow pools,Ground,2. Prolink Pellets (kg),0.4500,3,,,,,,,,,,,,,,,
CL13-17,23/06/2017,100,Fresh,Recent Rain,MJ,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,,5,5,,10,,,23/06/2017,100,MJ,,5. Breeding mainly in shallow pools,Ground,2. Prolink Pellets (kg),0.0300,3,,,,,,,,,,,,,,,
CL31-14,23/06/2017,500,Salt,Recent Rain,MJ,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
CL31-3,23/06/2017,500,Fresh,Recent Rain,MJ,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
CL31-15,23/06/2017,1000,Brackish,Recent Rain,MJ,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,,5,5,,10,,,23/06/2017,300,MJ,,5. Breeding mainly in shallow pools,Ground,2. Prolink Pellets (kg),0.0900,3,,,,,,,,,,,,,,,
PAIS-1,26/06/2017,20000,Salt,Tidal Inundation,RM,,7. Breeding under mangroves,1. Ae. Vigilax,,<1,,<1,,<1,1. Ae. Vigilax,2. <10/ min,,,,,,,,0.0000,,,,,,,,,,,,,,,,
LAIS-1,26/06/2017,20000,Salt,Tidal Inundation,RM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,,,<1,,<1,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RUIS-5,26/06/2017,20000,Salt,Tidal Inundation,RM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,1,,,,1,,,29/06/2017,20000,TS,,6. Breeding mainly in open areas,Ground,1. Prolink Prosand (kg),6.0000,3,,,,,,,,,,,,,,,
W44-1,26/06/2017,20000,Salt,Tidal Inundation,RM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,,,2,,2,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
G12-3,26/06/2017,20000,Salt,Tidal Inundation,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
C44-6,26/06/2017,3000,Salt,Tidal Inundation,MJ,,5. Breeding mainly in shallow pools,1. Ae. Vigilax,,,1,,,1,1. Ae. Vigilax,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
EP33-7,26/06/2017,10000,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,1. Ae. Vigilax,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
CL32-5,26/06/2017,10000,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,1. Ae. Vigilax,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-3,26/06/2017,1200,Salt,Tidal Inundation,MJ,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,,,5,2,7,1. Ae. Vigilax,,26/06/2017,100,MJ,,5. Breeding mainly in shallow pools,Ground,2. Prolink Pellets (kg),0.0300,3,,,,,,,,,,,,,,,
RB14-2,26/06/2017,3400,Salt,Tidal Inundation,MJ,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,,,,5,5,1. Ae. Vigilax,,26/06/2017,100,MJ,,5. Breeding mainly in shallow pools,Ground,2. Prolink Pellets (kg),0.0300,3,,,,,,,,,,,,,,,
RB14-4,26/06/2017,10000,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,1. Ae. Vigilax,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-12,26/06/2017,10000,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-11,26/06/2017,10000,Salt,Tidal Inundation,MJ,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,,,5,5,10,1. Ae. Vigilax,,26/06/2017,2000,MJ,,5. Breeding mainly in shallow pools,Ground,2. Prolink Pellets (kg),0.6000,3,,,,,,,,,,,,,,,
RB14-10,26/06/2017,15000,Salt,Tidal Inundation,MJ,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,,,5,5,10,1. Ae. Vigilax,,27/06/2017,4000,MJ,,5. Breeding mainly in shallow pools,Ground,1. Prolink Prosand (kg),1.6000,4,,,,,,,,,,,,,,,
NSIS-25,28/06/2017,15000,Fresh,Recent Rain,TS,,8. Site only partly inundated,8. Cx. Annulirostris,,,10,,10,,,,28/06/2017,15000,TS,,8. Site only partly inundated,Ground,2. Prolink Pellets (kg),4.5000,3,,,,,,,,,,,,,,,
C44-6,10/07/2017,4000,Salt,Tidal Inundation,MJ,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,,2,,,2,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
WP33-2,10/07/2017,200,Salt,Tidal Inundation,MJ,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
WP33-4,10/07/2017,120,Salt,Tidal Inundation,MJ,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
WP33-1,10/07/2017,1000,Salt,Tidal Inundation,MJ,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
WP34-1,10/07/2017,100,Salt,Tidal Inundation,MJ,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
EP33-7,10/07/2017,4000,Salt,Tidal Inundation,MJ,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
CL32-5,10/07/2017,1500,Salt,Tidal Inundation,MJ,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-2,10/07/2017,3000,Salt,Tidal Inundation,MJ,,5. Breeding mainly in shallow pools,,,,10,,,10,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-3,10/07/2017,1000,Salt,Tidal Inundation,MJ,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-12,10/07/2017,3000,Salt,Tidal Inundation,MJ,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
RB14-7,10/07/2017,1000,Salt,Tidal Inundation,MJ,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
NSIS-21,10/07/2017,3300,Fresh,Recent Rain,KM,,1. No breeding, ,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
NSIS-30,10/07/2017,4700,Fresh,Recent Rain,KM,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
NSIS-17,10/07/2017,40500,Fresh,Recent Rain,KM,,6. Breeding mainly in open areas,11. Cx. Quinquefasciatus,,5,5,,,,11. Cx. Quinquefasciatus,2. <10/ min,10/07/2017,10000,KM,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),3.0000,3,,,,,,,,,,,,,,,
NSIS-27,10/07/2017,5000,Fresh,Recent Rain,KM,,6. Breeding mainly in open areas,11. Cx. Quinquefasciatus,,5,5,,,,11. Cx. Quinquefasciatus,2. <10/ min,10/07/2017,5000,KM,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),1.5000,3,,,,,,,,,,,,,,,
NSIS-28,10/07/2017,16100,Fresh,Recent Rain,KM,,6. Breeding mainly in open areas,11. Cx. Quinquefasciatus,,5,5,,,,11. Cx. Quinquefasciatus,2. <10/ min,10/07/2017,10000,KM,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),3.0000,3,,,,,,,,,,,,,,,
NSIS-29,10/07/2017,5800,Fresh,Recent Rain,KM,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
NSIS-16,10/07/2017,15000,Fresh,Recent Rain,KM,,6. Breeding mainly in open areas,11. Cx. Quinquefasciatus,,5,5,,,,11. Cx. Quinquefasciatus,2. <10/ min,10/07/2017,5000,KM,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),1.5000,3,,,,,,,,,,,,,,,
NSIS-14,10/07/2017,10000,Fresh,Recent Rain,KM,,6. Breeding mainly in open areas,11. Cx. Quinquefasciatus,,5,5,,,,11. Cx. Quinquefasciatus,2. <10/ min,10/07/2017,5000,KM,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),1.5000,3,,,,,,,,,,,,,,,
NSIS-24,10/07/2017,10000,Fresh,Recent Rain,KM,,5. Breeding mainly in shallow pools,8. Cx. Annulirostris,,2,2,,,,,1. None,10/07/2017,5000,KM,,5. Breeding mainly in shallow pools,Ground,2. Prolink Pellets (kg),1.5000,3,,,,,,,,,,,,,,,
NSIS-25,10/07/2017,5000,Fresh,Recent Rain,KM,,1. No breeding,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,,,,,,,,
